id,country,year,incident_folder,title_en,media_count,has_generated_snapshot,media_files
usa_1924_teapot_dome_oil_corruption_memory,USA,1924,USA/00-00-1924/Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929,Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929,3,False,USA/00-00-1924/Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929/Media/01 - EN Image.jpg | USA/00-00-1924/Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929/Media/02 - EN Cover Card.svg | USA/00-00-1924/Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929/Media/03 - EL Cover Card.svg
usa_1927_buck_v_bell_forced_sterilization_eugenics_law,USA,1927,"USA/00-00-1927/Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)","Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)",2,False,"USA/00-00-1927/Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)/Media/01 - EN Cover Card.svg | USA/00-00-1927/Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)/Media/02 - EL Cover Card.svg"
usa_1932_bonus_army_eviction_2,USA,1932,USA/00-00-1932/Bonus Army eviction,Bonus Army eviction,2,False,USA/00-00-1932/Bonus Army eviction/Media/01 - Cover Card.svg | USA/00-00-1932/Bonus Army eviction/Media/02 - Proof Map.svg
usa_1932_tuskegee_syphilis_study_health_race_consent_delayed_accountability,USA,1932,"USA/00-00-1932/Tuskegee Syphilis Study Public Health, Race, Consent and Delayed Accountability","Tuskegee Syphilis Study: Public Health, Race, Consent and Delayed Accountability",2,False,"USA/00-00-1932/Tuskegee Syphilis Study Public Health, Race, Consent and Delayed Accountability/Media/01 - EN Cover Card.svg | USA/00-00-1932/Tuskegee Syphilis Study Public Health, Race, Consent and Delayed Accountability/Media/02 - EL Cover Card.svg"
usa_1932_tuskegee_syphilis_study_medical_racism,USA,1932,"USA/00-00-1932/Tuskegee syphilis study, medical racism, and informed-consent betrayal","Tuskegee syphilis study, medical racism, and informed-consent betrayal",2,False,"USA/00-00-1932/Tuskegee syphilis study, medical racism, and informed-consent betrayal/Media/01 - Cover Card.svg | USA/00-00-1932/Tuskegee syphilis study, medical racism, and informed-consent betrayal/Media/02 - Proof Map.svg"
usa_1932_tuskegee_1932_1997,USA,1932,USA/00-00-1932/USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt,USA: Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Health Language (1932-1997),3,False,USA/00-00-1932/USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt/Media/01 - EN Image.jpg | USA/00-00-1932/USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt/Media/02 - EN Cover Card.svg | USA/00-00-1932/USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt/Media/03 - EL Cover Card.svg
usa_1932_tuskegee_syphilis_study_consent_race_medical_betrayal,USA,1932,"USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)","USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)",4,False,"USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)/Media/01 - EN Cover Card.svg | USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)/Media/02 - EN Cover Card.svg | USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)/Media/03 - EL Cover Card.svg | USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)/Media/04 - EL Cover Card.svg"
usa_1933_business_plot_allegations_veterans_wall_street_panic_fragility_democra,USA,1933,"USA/00-00-1933/Business Plot Allegations Veterans, Wall Street Panic and the Fragility of Democracy","Business Plot Allegations: Veterans, Wall Street Panic and the Fragility of Democracy",2,False,"USA/00-00-1933/Business Plot Allegations Veterans, Wall Street Panic and the Fragility of Democracy/Media/01 - EN Cover Card.svg | USA/00-00-1933/Business Plot Allegations Veterans, Wall Street Panic and the Fragility of Democracy/Media/02 - EL Cover Card.svg"
usa_1933_business_plot_allegations_congressional_testimony_elite_panic,USA,1933,"USA/00-00-1933/Business Plot allegations, congressional testimony and elite panic (1933-1935)","Business Plot allegations, congressional testimony and elite panic (1933-1935)",2,False,"USA/00-00-1933/Business Plot allegations, congressional testimony and elite panic (1933-1935)/Media/01 - EN Cover Card.svg | USA/00-00-1933/Business Plot allegations, congressional testimony and elite panic (1933-1935)/Media/02 - EL Cover Card.svg"
usa_1940_japanese_american_internment_census_breach,USA,1940,"USA/00-00-1940/USA Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartim","USA: Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartime Control (1940-2025)",2,False,"USA/00-00-1940/USA Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartim/Media/01 - EN Cover Card.svg | USA/00-00-1940/USA Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartim/Media/02 - EL Cover Card.svg"
usa_1942_japanese_american_internment,USA,1942,USA/00-00-1942/Japanese American internment,Japanese American internment,4,False,USA/00-00-1942/Japanese American internment/Media/01 - EN Cover Card.svg | USA/00-00-1942/Japanese American internment/Media/02 - EN Cover Card.svg | USA/00-00-1942/Japanese American internment/Media/03 - EN Proof Map.svg | USA/00-00-1942/Japanese American internment/Media/04 - EN Cover Card.svg
usa_1942_japanese_american_internment_wartime_racism,USA,1942,"USA/00-00-1942/Japanese American internment, wartime racism, and constitutional failure","Japanese American internment, wartime racism, and constitutional failure",2,False,"USA/00-00-1942/Japanese American internment, wartime racism, and constitutional failure/Media/01 - Cover Card.svg | USA/00-00-1942/Japanese American internment, wartime racism, and constitutional failure/Media/02 - Proof Map.svg"
usa_1943_zoot_suit_riots_policing_media_panic_racialized_youth_violence,USA,1943,"USA/00-00-1943/Zoot Suit Riots Policing, Media Panic and Racialized Youth Violence","Zoot Suit Riots: Policing, Media Panic and Racialized Youth Violence",2,False,"USA/00-00-1943/Zoot Suit Riots Policing, Media Panic and Racialized Youth Violence/Media/01 - EN Cover Card.svg | USA/00-00-1943/Zoot Suit Riots Policing, Media Panic and Racialized Youth Violence/Media/02 - EL Cover Card.svg"
usa_1944_port_chicago_disaster_black_sailors_mutiny_trial,USA,1944,"USA/00-00-1944/Port Chicago disaster, Black sailors, and mutiny trials","Port Chicago disaster, Black sailors, and mutiny trials",2,False,"USA/00-00-1944/Port Chicago disaster, Black sailors, and mutiny trials/Media/01 - Cover Card.svg | USA/00-00-1944/Port Chicago disaster, Black sailors, and mutiny trials/Media/02 - Proof Map.svg"
usa_1944_human_radiation_experiments,USA,1944,USA/00-00-1944/USA Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored T,USA: Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored Testing (1944-1995),2,False,USA/00-00-1944/USA Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored T/Media/01 - EN Cover Card.svg | USA/00-00-1944/USA Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored T/Media/02 - EL Cover Card.svg
usa_1945_downwinders_nuclear_testing_compensation,USA,1945,"USA/00-00-1945/DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)","DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)",2,False,"USA/00-00-1945/DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)/Media/01 - EN Cover Card.svg | USA/00-00-1945/DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)/Media/02 - EL Cover Card.svg"
usa_1945_nsa_shamrock_minaret,USA,1945,USA/00-00-1945/USA NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975),USA: NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975),2,False,USA/00-00-1945/USA NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975)/Media/01 - EN Cover Card.svg | USA/00-00-1945/USA NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975)/Media/02 - EL Cover Card.svg
usa_1945_operation_paperclip,USA,1945,USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955),USA: Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955),4,False,USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955)/Media/01 - EN Cover Card.svg | USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955)/Media/02 - EL Cover Card.svg | USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955)/Media/03 - EN Operation Paperclip And Imported Nazi Expertise Co 407Df440F069.svg | USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955)/Media/04 - EN Operation Paperclip And Imported Nazi Expertise V2 407Df440F069.svg
usa_1945_project_sunshine_body_parts_nuclear_fallout_consent,USA,1945,"USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)","USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)",4,False,"USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)/Media/01 - EN Cover Card.svg | USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)/Media/02 - EN Cover Card.svg | USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)/Media/03 - EL Cover Card.svg | USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)/Media/04 - EL Cover Card.svg"
usa_1946_guatemala_syphilis_experiments_us_health,USA,1946,USA/00-00-1946/Guatemala syphilis experiments by U.S. public-health researchers,Guatemala syphilis experiments by U.S. public-health researchers,2,False,USA/00-00-1946/Guatemala syphilis experiments by U.S. public-health researchers/Media/01 - EN Cover Card.svg | USA/00-00-1946/Guatemala syphilis experiments by U.S. public-health researchers/Media/02 - EN Proof Map.svg
usa_1946_weather_modification_geoengineering,USA,1946,USA/00-00-1946/USA Weather Modification and Geoengineering Debate (1946-2026),USA: Weather Modification and Geoengineering Debate (1946-2026),2,False,USA/00-00-1946/USA Weather Modification and Geoengineering Debate (1946-2026)/Media/01 - EN Cover Card.svg | USA/00-00-1946/USA Weather Modification and Geoengineering Debate (1946-2026)/Media/02 - EL Cover Card.svg
usa_1947_hollywood_blacklist_huac_loyalty_panic,USA,1947,"USA/00-00-1947/Hollywood blacklist, HUAC hearings, and loyalty panic","Hollywood blacklist, HUAC hearings, and loyalty panic",2,False,"USA/00-00-1947/Hollywood blacklist, HUAC hearings, and loyalty panic/Media/01 - Cover Card.svg | USA/00-00-1947/Hollywood blacklist, HUAC hearings, and loyalty panic/Media/02 - Proof Map.svg"
usa_1947_ufo_secrecy_supernatural_claims,USA,1947,USA/00-00-1947/Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026,Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026,2,False,USA/00-00-1947/Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026/Media/01 - EN Cover Card.svg | USA/00-00-1947/Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026/Media/02 - EL Cover Card.svg
usa_1947_project_blue_book_uap_archives_aliens,USA,1947,"USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)","USA — PROJECT BLUE BOOK AND UAP: ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)",4,False,"USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)/Media/01 - EN Cover Card.png | USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)/Media/02 - EN Cover Card.svg | USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)/Media/03 - EL Cover Card.png | USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)/Media/04 - EL Cover Card.svg"
usa_1948_cia_journalists_media_influence,USA,1948,"USA/00-00-1948/USA CIA, Journalists, and Media Influence Networks (1948-1977)","USA: CIA, Journalists, and Media Influence Networks (1948-1977)",2,False,"USA/00-00-1948/USA CIA, Journalists, and Media Influence Networks (1948-1977)/Media/01 - EN Cover Card.svg | USA/00-00-1948/USA CIA, Journalists, and Media Influence Networks (1948-1977)/Media/02 - EL Cover Card.svg"
usa_1949_open_air_biological_tests,USA,1949,USA/00-00-1949/USA Open-air biological tests on unwarned populations (1949-1969),USA: Open-air biological tests on unwarned populations (1949-1969),2,False,USA/00-00-1949/USA Open-air biological tests on unwarned populations (1949-1969)/Media/01 - EN Cover Card.svg | USA/00-00-1949/USA Open-air biological tests on unwarned populations (1949-1969)/Media/02 - EL Cover Card.svg
usa_1950_lavender_scare_security_purge_civil_service,USA,1950,"USA/00-00-1950/Lavender Scare, security purges, and civil-service fear","Lavender Scare, security purges, and civil-service fear",2,False,"USA/00-00-1950/Lavender Scare, security purges, and civil-service fear/Media/01 - Cover Card.svg | USA/00-00-1950/Lavender Scare, security purges, and civil-service fear/Media/02 - Proof Map.svg"
usa_1950_operation_mockingbird_media_influence_allegations,USA,1950,USA/00-00-1950/Operation Mockingbird media influence allegations,Operation Mockingbird media influence allegations,2,True,USA/00-00-1950/Operation Mockingbird media influence allegations/Media/01 - EN Operation Mockingbird Media Influence Allegations Db91597107C3.svg | USA/00-00-1950/Operation Mockingbird media influence allegations/Media/02 - Bilingual Snapshot.svg
usa_1950_project_bluebird_artichoke_interrogation_research_secret_consent_failu,USA,1950,"USA/00-00-1950/Project BLUEBIRD ARTICHOKE, interrogation research and consent failure (1950-1953)","Project BLUEBIRD/ARTICHOKE, interrogation research and consent failure (1950-1953)",2,False,"USA/00-00-1950/Project BLUEBIRD ARTICHOKE, interrogation research and consent failure (1950-1953)/Media/01 - EN Cover Card.svg | USA/00-00-1950/Project BLUEBIRD ARTICHOKE, interrogation research and consent failure (1950-1953)/Media/02 - EL Cover Card.svg"
usa_1950_big_tobacco_rico_decades_deception,USA,1950,"USA/00-00-1950/USA Big Tobacco, RICO, and Decades of Deception (1950-2026)","USA: Big Tobacco, RICO, and Decades of Deception (1950-2026)",2,False,"USA/00-00-1950/USA Big Tobacco, RICO, and Decades of Deception (1950-2026)/Media/01 - EN Cover Card.svg | USA/00-00-1950/USA Big Tobacco, RICO, and Decades of Deception (1950-2026)/Media/02 - EL Cover Card.svg"
usa_1951_project_artichoke_interrogation_research,USA,1951,USA/00-00-1951/Project ARTICHOKE and interrogation research,Project ARTICHOKE and interrogation research,2,False,USA/00-00-1951/Project ARTICHOKE and interrogation research/Media/01 - EN Cover Card.svg | USA/00-00-1951/Project ARTICHOKE and interrogation research/Media/02 - EN Proof Map.svg
usa_1952_operation_chaos_htlingual,USA,1952,USA/00-00-1952/USA Operation CHAOS and HTLINGUAL (1952-1974),USA: Operation CHAOS and HTLINGUAL (1952-1974),2,False,USA/00-00-1952/USA Operation CHAOS and HTLINGUAL (1952-1974)/Media/01 - EN Cover Card.svg | USA/00-00-1952/USA Operation CHAOS and HTLINGUAL (1952-1974)/Media/02 - EL Cover Card.svg
usa_1952_guatemala_pbsuccess,USA,1952,USA/00-00-1952/USA Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954),USA: Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954),2,False,USA/00-00-1952/USA Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954)/Media/01 - EN Cover Card.svg | USA/00-00-1952/USA Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954)/Media/02 - EL Cover Card.svg
usa_1953_cia_iran_coup_blowback,USA,1953,USA/00-00-1953/CIA Iran coup blowback file,CIA Iran coup blowback file,2,True,USA/00-00-1953/CIA Iran coup blowback file/Media/01 - EN Cover Card.svg | USA/00-00-1953/CIA Iran coup blowback file/Media/02 - Bilingual Snapshot.svg
usa_1953_cia_project_artichoke_behavioral_control_files,USA,1953,USA/00-00-1953/CIA Project ARTICHOKE behavioral control files,CIA Project ARTICHOKE behavioral control files,2,False,USA/00-00-1953/CIA Project ARTICHOKE behavioral control files/Media/01 - Cover Card.svg | USA/00-00-1953/CIA Project ARTICHOKE behavioral control files/Media/02 - Proof Map.svg
usa_1953_iran_coup_cia_oil_democracy_blowback,USA,1953,"USA/00-00-1953/Iran coup, CIA oil politics, democracy loss, and blowback","Iran coup, CIA oil politics, democracy loss, and blowback",2,False,"USA/00-00-1953/Iran coup, CIA oil politics, democracy loss, and blowback/Media/01 - Cover Card.svg | USA/00-00-1953/Iran coup, CIA oil politics, democracy loss, and blowback/Media/02 - Proof Map.svg"
usa_1953_operation_ajax_iran_cia_mi6_coup,USA,1953,USA/00-00-1953/Operation AJAX and the 1953 Iran coup,Operation AJAX and the 1953 Iran coup,2,False,USA/00-00-1953/Operation AJAX and the 1953 Iran coup/Media/01 - EN Cover Card.svg | USA/00-00-1953/Operation AJAX and the 1953 Iran coup/Media/02 - EN Proof Map.svg
usa_1953_camp_lejeune_contamination_coverup,USA,1953,USA/00-00-1953/USA Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024),USA: Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024),2,False,USA/00-00-1953/USA Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024)/Media/01 - EN Cover Card.svg | USA/00-00-1953/USA Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024)/Media/02 - EL Cover Card.svg
usa_1953_mkultra_secret_science_consent_mind_control,USA,1953,"USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)","USA — MKULTRA: SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)",4,False,"USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)/Media/01 - EN Cover Card.png | USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)/Media/02 - EN Cover Card.svg | USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)/Media/03 - EL Cover Card.png | USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)/Media/04 - EL Cover Card.svg"
usa_1954_guatemala_coup_united_fruit_interests,USA,1954,USA/00-00-1954/Guatemala coup and United Fruit interests,Guatemala coup and United Fruit interests,2,False,USA/00-00-1954/Guatemala coup and United Fruit interests/Media/01 - EN Cover Card.svg | USA/00-00-1954/Guatemala coup and United Fruit interests/Media/02 - EN Guatemala Coup And United Fruit Interests V21 Expa 4501Dc5Ac35D.svg
usa_1954_operation_wetback_deportation_campaign_civil_rights,USA,1954,"USA/00-00-1954/Operation Wetback, mass deportation, and civil-rights memory","Operation Wetback, mass deportation, and civil-rights memory",2,False,"USA/00-00-1954/Operation Wetback, mass deportation, and civil-rights memory/Media/01 - Cover Card.svg | USA/00-00-1954/Operation Wetback, mass deportation, and civil-rights memory/Media/02 - Proof Map.svg"
usa_1955_operation_midnight_climax_safehouses_drugs_nonconsensual_experiments,USA,1955,"USA/00-00-1955/Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)","Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)",2,False,"USA/00-00-1955/Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)/Media/01 - EN Cover Card.svg | USA/00-00-1955/Operation Midnight Climax, safehouses, drugs and non-consensual experiments (1955-1965)/Media/02 - EL Cover Card.svg"
usa_1956_cointelpro_roots_domestic_disruption_logic,USA,1956,USA/00-00-1956/COINTELPRO roots and domestic disruption logic,COINTELPRO roots and domestic disruption logic,2,True,USA/00-00-1956/COINTELPRO roots and domestic disruption logic/Media/01 - EN Cointelpro Roots And Domestic Disruption Logic Cov 1Cab8Da6544C.svg | USA/00-00-1956/COINTELPRO roots and domestic disruption logic/Media/02 - Bilingual Snapshot.svg
usa_1956_cointelpro_1956_1971,USA,1956,USA/00-00-1956/USA COINTELPRO and Political Disruption by the FBI (1956-1971),USA: COINTELPRO and Political Disruption by the FBI (1956-1971),2,False,USA/00-00-1956/USA COINTELPRO and Political Disruption by the FBI (1956-1971)/Media/01 - EN Cover Card.svg | USA/00-00-1956/USA COINTELPRO and Political Disruption by the FBI (1956-1971)/Media/02 - EL Cover Card.svg
usa_1960_cia_assassination_plots_mafia,USA,1960,USA/00-00-1960/USA CIA assassination plots and Mafia overlap (1960-1975),USA: CIA assassination plots and Mafia overlap (1960-1975),2,False,USA/00-00-1960/USA CIA assassination plots and Mafia overlap (1960-1975)/Media/01 - EN Cover Card.svg | USA/00-00-1960/USA CIA assassination plots and Mafia overlap (1960-1975)/Media/02 - EL Cover Card.svg
usa_1961_bay_of_pigs_covert_failure_plausible_denial,USA,1961,"USA/00-00-1961/Bay of Pigs invasion, covert failure, and plausible deniability","Bay of Pigs invasion, covert failure, and plausible deniability",2,False,"USA/00-00-1961/Bay of Pigs invasion, covert failure, and plausible deniability/Media/01 - Cover Card.svg | USA/00-00-1961/Bay of Pigs invasion, covert failure, and plausible deniability/Media/02 - Proof Map.svg"
usa_1961_agent_orange_dioxin_delayed_recognition,USA,1961,"USA/00-00-1961/USA Agent Orange, Dioxin, and Delayed Recognition (1961-2026)","USA: Agent Orange, Dioxin, and Delayed Recognition (1961-2026)",2,False,"USA/00-00-1961/USA Agent Orange, Dioxin, and Delayed Recognition (1961-2026)/Media/01 - EN Cover Card.svg | USA/00-00-1961/USA Agent Orange, Dioxin, and Delayed Recognition (1961-2026)/Media/02 - EL Cover Card.svg"
usa_1962_operation_northwoods,USA,1962,USA/00-00-1962/USA Operation Northwoods (1962),USA: Operation Northwoods (1962),4,False,USA/00-00-1962/USA Operation Northwoods (1962)/Media/01 - EN Cover Card.svg | USA/00-00-1962/USA Operation Northwoods (1962)/Media/02 - EL Cover Card.svg | USA/00-00-1962/USA Operation Northwoods (1962)/Media/03 - EN Cover Card.svg | USA/00-00-1962/USA Operation Northwoods (1962)/Media/04 - EN Proof Map.svg
usa_1963_agent_orange_chemical_war_health_delayed_accountability,USA,1963,USA/00-00-1963/Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2,Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2026,3,False,USA/00-00-1963/Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2/Media/01 - EN Image.jpg | USA/00-00-1963/Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2/Media/02 - EN Cover Card.svg | USA/00-00-1963/Usa Agent Orange Image File Chemical War Public Health And Delayed Accountability 1961 2/Media/03 - EL Cover Card.svg
usa_1964_fbi_mlk_blackmail_letter_surveillance,USA,1964,USA/00-00-1964/FBI surveillance of Martin Luther King Jr. and blackmail letter,FBI surveillance of Martin Luther King Jr. and blackmail letter,2,False,USA/00-00-1964/FBI surveillance of Martin Luther King Jr. and blackmail letter/Media/01 - EN Cover Card.svg | USA/00-00-1964/FBI surveillance of Martin Luther King Jr. and blackmail letter/Media/02 - EN Proof Map.svg
usa_1964_freedom_summer_murders_mississippi_state_complicity,USA,1964,"USA/00-00-1964/Freedom Summer murders, Mississippi law enforcement, and state complicity","Freedom Summer murders, Mississippi law enforcement, and state complicity",2,False,"USA/00-00-1964/Freedom Summer murders, Mississippi law enforcement, and state complicity/Media/01 - Cover Card.svg | USA/00-00-1964/Freedom Summer murders, Mississippi law enforcement, and state complicity/Media/02 - Proof Map.svg"
usa_1964_gulf_tonkin_incident_war_escalation,USA,1964,USA/00-00-1964/Gulf of Tonkin incident and war escalation,Gulf of Tonkin incident and war escalation,2,False,USA/00-00-1964/Gulf of Tonkin incident and war escalation/Media/01 - EN Cover Card.svg | USA/00-00-1964/Gulf of Tonkin incident and war escalation/Media/02 - EN Gulf Of Tonkin Incident And War Escalation V21 Exp 2F5B912B231A.svg
usa_1964_gulf_of_tonkin_resolution_intelligence_gap,USA,1964,"USA/00-00-1964/Gulf of Tonkin, disputed attack, and war authorization","Gulf of Tonkin, disputed attack, and war authorization",2,False,"USA/00-00-1964/Gulf of Tonkin, disputed attack, and war authorization/Media/01 - Cover Card.svg | USA/00-00-1964/Gulf of Tonkin, disputed attack, and war authorization/Media/02 - Proof Map.svg"
usa_1964_pentagon_papers_tonkin,USA,1964,USA/00-00-1964/USA Pentagon Papers and the Tonkin Gulf deception problem (1964-1971),USA: Pentagon Papers and the Tonkin Gulf deception problem (1964-1971),2,False,USA/00-00-1964/USA Pentagon Papers and the Tonkin Gulf deception problem (1964-1971)/Media/01 - EN Cover Card.svg | USA/00-00-1964/USA Pentagon Papers and the Tonkin Gulf deception problem (1964-1971)/Media/02 - EL Cover Card.svg
usa_1965_fbi_surveillance_martin_luther_king_jr_political_blackmail,USA,1965,USA/00-00-1965/FBI surveillance of Martin Luther King Jr. and political blackmail (1960s),FBI surveillance of Martin Luther King Jr. and political blackmail (1960s),2,False,USA/00-00-1965/FBI surveillance of Martin Luther King Jr. and political blackmail (1960s)/Media/01 - EN Cover Card.svg | USA/00-00-1965/FBI surveillance of Martin Luther King Jr. and political blackmail (1960s)/Media/02 - EL Cover Card.svg
usa_1967_uss_liberty_attack_unanswered_questions,USA,1967,USA/00-00-1967/USS Liberty attack and unanswered trust questions,USS Liberty attack and unanswered trust questions,2,False,USA/00-00-1967/USS Liberty attack and unanswered trust questions/Media/01 - EN Uss Liberty Attack And Unanswered Trust Questions D0Cb9237Ce20.svg | USA/00-00-1967/USS Liberty attack and unanswered trust questions/Media/02 - EN Uss Liberty Attack And Unanswered Trust Questions D0Cb9237Ce20.svg
usa_1968_my_lai_massacre,USA,1968,USA/00-00-1968/My Lai massacre,My Lai massacre,4,False,USA/00-00-1968/My Lai massacre/Media/01 - EN Cover Card.svg | USA/00-00-1968/My Lai massacre/Media/02 - EN Cover Card.svg | USA/00-00-1968/My Lai massacre/Media/03 - EN Proof Map.svg | USA/00-00-1968/My Lai massacre/Media/04 - EN Cover Card.svg
usa_1969_black_panther_surveillance_and_raids,USA,1969,USA/00-00-1969/Black Panther surveillance and raids,Black Panther surveillance and raids,2,False,USA/00-00-1969/Black Panther surveillance and raids/Media/01 - Cover Card.svg | USA/00-00-1969/Black Panther surveillance and raids/Media/02 - Proof Map.svg
usa_1969_fred_hampton_raid_fbi_informant_context,USA,1969,USA/00-00-1969/Fred Hampton raid and FBI informant context,Fred Hampton raid and FBI informant context,2,True,USA/00-00-1969/Fred Hampton raid and FBI informant context/Media/01 - EN Cover Card.svg | USA/00-00-1969/Fred Hampton raid and FBI informant context/Media/02 - Bilingual Snapshot.svg
usa_1969_stonewall_police_raid_queer_resistance_memory,USA,1969,"USA/00-00-1969/Stonewall raid, police power, and queer resistance memory","Stonewall raid, police power, and queer resistance memory",2,False,"USA/00-00-1969/Stonewall raid, police power, and queer resistance memory/Media/01 - Cover Card.svg | USA/00-00-1969/Stonewall raid, police power, and queer resistance memory/Media/02 - Proof Map.svg"
