Country,DateFolder,Year,IncidentFolder,IncidentPath,ID,TitleEN,TitleEL,CategoryEN,CategoryEL,EvidenceEN,EvidenceEL,MediaCount
USA,00-00-1914,1914,Ludlow Massacre and company-state violence,USA/00-00-1914/Ludlow Massacre and company-state violence,usa_1914_ludlow_massacre_company_state_violence,Ludlow Massacre and company-state violence,Ludlow Massacre and company-state violence,labor violence / corporate power,labor violence / corporate power,documented historical atrocity,documented historical atrocity,2
USA,00-00-1914,1914,Ludlow Massacre and private-public labor violence,USA/00-00-1914/Ludlow Massacre and private-public labor violence,usa_1914_ludlow_massacre_labor_power,Ludlow Massacre and private-public labor violence,Σφαγή του Ludlow και ιδιωτικο-δημόσια βία κατά εργατών,labor / corporate power,εργασία / εταιρική ισχύς,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1917,1917,Usa Psychological Operations Propaganda And Public Opinion Control 1917 2026,USA/00-00-1917/Usa Psychological Operations Propaganda And Public Opinion Control 1917 2026,usa_1917_psychological_operations_propaganda_opinion_control,Usa Psychological Operations Propaganda And Public Opinion Control 1917 2026,Ηπα Ψυχολογικες Επιχειρησεις Προπαγανδα Και Ελεγχος Κοινης Γνωμης 1917 2026,public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1918,1918,"Sedition Act, war speech, raids and the fear state (1918-1921)","USA/00-00-1918/Sedition Act, war speech, raids and the fear state (1918-1921)",usa_1918_sedition_act_war_speech_raids_free_expression,"Sedition Act, war speech, raids and the fear state (1918-1921)","Νόμος περί Στασιασμού, πολεμικός λόγος, επιδρομές και κράτος φόβου (1918-1921)","Surveillance, secrecy and information control",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1919,1919,Palmer Raids and Red Scare policing,USA/00-00-1919/Palmer Raids and Red Scare policing,usa_1919_palmer_raids_and_red_scare_policing,Palmer Raids and Red Scare policing,Επιδρομές Palmer και αστυνόμευση Red Scare,mass raids / political repression,μαζικές επιδρομές / πολιτική καταστολή,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-1919,1919,Palmer Raids and the first Red Scare,USA/00-00-1919/Palmer Raids and the first Red Scare,usa_1919_palmer_raids_first_red_scare,Palmer Raids and the first Red Scare,Palmer Raids and the first Red Scare,civil liberties / surveillance,civil liberties / surveillance,documented government repression,documented government repression,2
USA,00-00-1919,1919,Red Summer racial violence and state response,USA/00-00-1919/Red Summer racial violence and state response,usa_1919_red_summer_racial_violence_state_response,Red Summer racial violence and state response,"Red Summer, φυλετική βία και αντίδραση του κράτους",racial violence / policing / civil rights,φυλετική βία / αστυνόμευση / πολιτικά δικαιώματα,documented wave of racial violence with uneven accountability,τεκμηριωμένο κύμα φυλετικής βίας με άνιση λογοδοσία,2
USA,00-00-1919,1919,"USA — Palmer Raids, the Red Scare, deportations, and political policing (1919–1920)","USA/00-00-1919/USA — Palmer Raids, the Red Scare, deportations, and political policing (1919–1920)",usa_1919_palmer_raids_red_scare_deportations_political_policing,"USA — Palmer Raids, the Red Scare, deportations, and political policing (1919–1920)","ΗΠΑ — Palmer Raids, Κόκκινος Τρόμος, απελάσεις και πολιτική αστυνόμευση (1919–1920)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,High for raids/deportations and political repression; medium for broader claims about lasting intelligence-culture effects.,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1921,1921,Tulsa Race Massacre and destroyed Black wealth,USA/00-00-1921/Tulsa Race Massacre and destroyed Black wealth,usa_1921_tulsa_race_massacre_destroyed_black_wealth,Tulsa Race Massacre and destroyed Black wealth,Tulsa Race Massacre and destroyed Black wealth,racial terror / local failure,racial terror / local failure,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,3
USA,00-00-1921,1921,"Tulsa Race Massacre, destroyed wealth, and the long cover-up","USA/00-00-1921/Tulsa Race Massacre, destroyed wealth, and the long cover-up",usa_1921_tulsa_race_massacre_coverup_and_records,"Tulsa Race Massacre, destroyed wealth, and the long cover-up","Σφαγή της Tulsa, κατεστραμμένος πλούτος και μακρά συγκάλυψη",racial violence / local cover-up,ρατσιστική βία / τοπική συγκάλυψη,documented massacre with long-suppressed accountability,τεκμηριωμένη σφαγή με μακρόχρονη αποσιώπηση λογοδοσίας,3
USA,00-00-1921,1921,"Tulsa Race Massacre, destruction, and denial of compensation","USA/00-00-1921/Tulsa Race Massacre, destruction, and denial of compensation",usa_1921_tulsa_race_massacre_destruction_insurance_denial,"Tulsa Race Massacre, destruction, and denial of compensation","Σφαγή της Tulsa, καταστροφή και άρνηση αποζημίωσης",racial violence / public accountability,ρατσιστική βία / δημόσια λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,3
USA,00-00-1921,1921,USA Teapot Dome and the Oil-Lease Corruption Scandal (1921-1929),USA/00-00-1921/USA Teapot Dome and the Oil-Lease Corruption Scandal (1921-1929),usa_1921_teapot_dome,USA: Teapot Dome and the Oil-Lease Corruption Scandal (1921-1929),ΗΠΑ: Teapot Dome και το σκάνδαλο διαφθοράς με τις πετρελαϊκές μισθώσεις (1921-1929),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1923,1923,"LEADED GASOLINE, PUBLIC HEALTH DELAY, AND THE SLOW-FALL MODEL (1923-1996)","USA/00-00-1923/LEADED GASOLINE, PUBLIC HEALTH DELAY, AND THE SLOW-FALL MODEL (1923-1996)",usa_1923_leaded_gasoline_health_delay,"LEADED GASOLINE, PUBLIC HEALTH DELAY, AND THE SLOW-FALL MODEL (1923-1996)","ΒΕΝΖΙΝΗ ΜΕ ΜΟΛΥΒΔΟ, ΚΑΘΥΣΤΕΡΗΣΗ ΠΡΟΣΤΑΣΙΑΣ ΤΗΣ ΔΗΜΟΣΙΑΣ ΥΓΕΙΑΣ ΚΑΙ ΤΟ ΜΟΝΤΕΛΟ «ΑΡΓΗΣ ΠΤΩΣΗΣ» (1923-1996)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1924,1924,Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929,USA/00-00-1924/Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929,usa_1924_teapot_dome_oil_corruption_memory,Usa Teapot Dome Image File Oil Corruption And Public Memory 1921 1929,Ηπα Teapot Dome Αρχειο Εικονας Πετρελαιο Διαφθορα Και Δημοσια Μνημη 1921 1929,public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,3
USA,00-00-1927,1927,"Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)","USA/00-00-1927/Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)",usa_1927_buck_v_bell_forced_sterilization_eugenics_law,"Buck v. Bell, forced sterilization and the respectable face of eugenics (1927-1970s)","Buck v. Bell, αναγκαστικές στειρώσεις και το σεβαστό πρόσωπο της ευγονικής (1927-1970s)","Public health, science and consent",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1932,1932,Bonus Army eviction,USA/00-00-1932/Bonus Army eviction,usa_1932_bonus_army_eviction_2,Bonus Army eviction,Βίαιη εκκένωση Bonus Army,veterans / state force,βετεράνοι / κρατική βία,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-1932,1932,"Tuskegee syphilis study, medical racism, and informed-consent betrayal","USA/00-00-1932/Tuskegee syphilis study, medical racism, and informed-consent betrayal",usa_1932_tuskegee_syphilis_study_medical_racism,"Tuskegee syphilis study, medical racism, and informed-consent betrayal","Μελέτη σύφιλης Tuskegee, ιατρικός ρατσισμός και προδοσία συναίνεσης",medical abuse / racism / public health,ιατρική κακοποίηση / ρατσισμός / δημόσια υγεία,documented unethical government medical study,τεκμηριωμένη ανήθικη κρατική ιατρική μελέτη,2
USA,00-00-1932,1932,"Tuskegee Syphilis Study Public Health, Race, Consent and Delayed Accountability","USA/00-00-1932/Tuskegee Syphilis Study Public Health, Race, Consent and Delayed Accountability",usa_1932_tuskegee_syphilis_study_health_race_consent_delayed_accountability,"Tuskegee Syphilis Study: Public Health, Race, Consent and Delayed Accountability","Μελέτη Σύφιλης Tuskegee: Δημόσια Υγεία, Ρατσισμός, Συναίνεση και Καθυστερημένη Λογοδοσία",medical abuse / institutional racism,ιατρική κατάχρηση / θεσμικός ρατσισμός,documented government misconduct,τεκμηριωμένη κρατική παραβίαση,2
USA,00-00-1932,1932,"USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)","USA/00-00-1932/USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)",usa_1932_tuskegee_syphilis_study_consent_race_medical_betrayal,"USA — Tuskegee syphilis study, consent, race, and medical betrayal (1932–1972)","ΗΠΑ — Μελέτη σύφιλης Tuskegee, συναίνεση, ρατσισμός και ιατρική προδοσία (1932–1972)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,"High for the study, withheld treatment, official apology, and ethical consequences.",μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1932,1932,USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt,USA/00-00-1932/USA Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Healt,usa_1932_tuskegee_1932_1997,USA: Tuskegee Syphilis Study — Unethical Human Experimentation Hidden Behind Public Health Language (1932-1997),ΗΠΑ: Μελέτη Σύφιλης Tuskegee — Ανήθικη ανθρώπινη πειραματική πρακτική πίσω από τη γλώσσα της δημόσιας υγείας (1932-1997),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,3
USA,00-00-1933,1933,"Business Plot allegations, congressional testimony and elite panic (1933-1935)","USA/00-00-1933/Business Plot allegations, congressional testimony and elite panic (1933-1935)",usa_1933_business_plot_allegations_congressional_testimony_elite_panic,"Business Plot allegations, congressional testimony and elite panic (1933-1935)","Ισχυρισμοί Business Plot, κοινοβουλευτική μαρτυρία και πανικός ελίτ (1933-1935)","Corruption, capture and public money",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1933,1933,"Business Plot Allegations Veterans, Wall Street Panic and the Fragility of Democracy","USA/00-00-1933/Business Plot Allegations Veterans, Wall Street Panic and the Fragility of Democracy",usa_1933_business_plot_allegations_veterans_wall_street_panic_fragility_democra,"Business Plot Allegations: Veterans, Wall Street Panic and the Fragility of Democracy","Ισχυρισμοί Business Plot: Βετεράνοι, Οικονομικός Πανικός και Ευθραυστότητα της Δημοκρατίας",political conspiracy allegation / democratic stress,πολιτική συνωμοσία ως ισχυρισμός / πίεση στη δημοκρατία,"partly documented allegations, disputed scope","μερικώς τεκμηριωμένοι ισχυρισμοί, αμφισβητούμενη έκταση",2
USA,00-00-1940,1940,"USA Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartim","USA/00-00-1940/USA Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartim",usa_1940_japanese_american_internment_census_breach,"USA: Japanese American Internment, Census Confidentiality Breach, and the Logic of Wartime Control (1940-2025)","ΗΠΑ: Εγκλεισμός Ιαπωνοαμερικανών, παραβίαση απορρήτου απογραφής και η λογική του ελέγχου σε καιρό πολέμου (1940-2025)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1942,1942,Japanese American internment,USA/00-00-1942/Japanese American internment,usa_1942_japanese_american_internment,Japanese American internment,Japanese American internment,wartime rights / mass detention,wartime rights / mass detention,documented government injustice,documented government injustice,4
USA,00-00-1942,1942,"Japanese American internment, wartime racism, and constitutional failure","USA/00-00-1942/Japanese American internment, wartime racism, and constitutional failure",usa_1942_japanese_american_internment_wartime_racism,"Japanese American internment, wartime racism, and constitutional failure","Εγκλεισμός Ιαπωνοαμερικανών, πολεμικός ρατσισμός και συνταγματική αποτυχία",civil liberties / wartime detention / racism,ατομικές ελευθερίες / πολεμική κράτηση / ρατσισμός,documented mass detention with later government apology,τεκμηριωμένη μαζική κράτηση με μεταγενέστερη κρατική συγγνώμη,2
USA,00-00-1943,1943,"Zoot Suit Riots Policing, Media Panic and Racialized Youth Violence","USA/00-00-1943/Zoot Suit Riots Policing, Media Panic and Racialized Youth Violence",usa_1943_zoot_suit_riots_policing_media_panic_racialized_youth_violence,"Zoot Suit Riots: Policing, Media Panic and Racialized Youth Violence","Zoot Suit Riots: Αστυνόμευση, Μιντιακός Πανικός και Ρατσιστική Βία Νεολαίας",police failure / racial violence / media panic,αστυνομική αποτυχία / ρατσιστική βία / πανικός ΜΜΕ,documented violence and official failure,τεκμηριωμένη βία και θεσμική αποτυχία,2
USA,00-00-1944,1944,"Port Chicago disaster, Black sailors, and mutiny trials","USA/00-00-1944/Port Chicago disaster, Black sailors, and mutiny trials",usa_1944_port_chicago_disaster_black_sailors_mutiny_trial,"Port Chicago disaster, Black sailors, and mutiny trials","Καταστροφή Port Chicago, μαύροι ναύτες και δίκες ανταρσίας",military disaster / racism / labor safety,στρατιωτική καταστροφή / ρατσισμός / ασφάλεια εργασίας,documented naval disaster and contested military justice,τεκμηριωμένη ναυτική καταστροφή και αμφισβητούμενη στρατιωτική δικαιοσύνη,2
USA,00-00-1944,1944,USA Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored T,USA/00-00-1944/USA Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored T,usa_1944_human_radiation_experiments,USA: Human Radiation Experiments — Official Review of Cold War-Era Government-Sponsored Testing (1944-1995),ΗΠΑ: Πειράματα ανθρώπινης ακτινοβολίας — Επίσημη ανασκόπηση κρατικά χρηματοδοτημένων δοκιμών της Ψυχροπολεμικής περιόδου (1944-1995),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1945,1945,"DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)","USA/00-00-1945/DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)",usa_1945_downwinders_nuclear_testing_compensation,"DOWNWINDERS, NUCLEAR TESTING, FALLOUT, AND COMPENSATION (1945-2026)","DOWNWINDERS, ΠΥΡΗΝΙΚΕΣ ΔΟΚΙΜΕΣ, ΡΑΔΙΕΝΕΡΓΟ FALLOUT ΚΑΙ ΑΠΟΖΗΜΙΩΣΕΙΣ (1945-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1945,1945,"USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)","USA/00-00-1945/USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)",usa_1945_project_sunshine_body_parts_nuclear_fallout_consent,"USA — Project Sunshine, body parts, nuclear fallout, and consent (1945–1973)","ΗΠΑ — Project Sunshine, ανθρώπινα δείγματα, πυρηνική ραδιενέργεια και συναίνεση (1945–1973)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,High for fallout research and collection controversies; medium for the most dramatic public interpretations.,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1945,1945,USA NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975),USA/00-00-1945/USA NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975),usa_1945_nsa_shamrock_minaret,USA: NSA's SHAMROCK and MINARET Watch-List Surveillance (1945-1975),ΗΠΑ: Τα προγράμματα SHAMROCK και MINARET της NSA (1945-1975),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1945,1945,USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955),USA/00-00-1945/USA Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955),usa_1945_operation_paperclip,USA: Operation Paperclip and the recruitment of former Nazi-linked scientists (1945-1955),ΗΠΑ: Operation Paperclip και στρατολόγηση επιστημόνων με ναζιστικό παρελθόν ή σύνδεση (1945-1955),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1946,1946,Guatemala syphilis experiments by U.S. public-health researchers,USA/00-00-1946/Guatemala syphilis experiments by U.S. public-health researchers,usa_1946_guatemala_syphilis_experiments_us_health,Guatemala syphilis experiments by U.S. public-health researchers,Guatemala syphilis experiments by U.S. public-health researchers,medical ethics / human experimentation,medical ethics / human experimentation,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1946,1946,USA Weather Modification and Geoengineering Debate (1946-2026),USA/00-00-1946/USA Weather Modification and Geoengineering Debate (1946-2026),usa_1946_weather_modification_geoengineering,USA: Weather Modification and Geoengineering Debate (1946-2026),ΗΠΑ: Τροποποίηση Καιρού και Συζήτηση για Geoengineering (1946-2026),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1947,1947,"Hollywood blacklist, HUAC hearings, and loyalty panic","USA/00-00-1947/Hollywood blacklist, HUAC hearings, and loyalty panic",usa_1947_hollywood_blacklist_huac_loyalty_panic,"Hollywood blacklist, HUAC hearings, and loyalty panic","Μαύρη λίστα Hollywood, ακροάσεις HUAC και πανικός νομιμοφροσύνης",censorship / anti-communism / cultural power,λογοκρισία / αντικομμουνισμός / πολιτιστική ισχύς,documented blacklist and congressional hearings,τεκμηριωμένη μαύρη λίστα και κοινοβουλευτικές ακροάσεις,2
USA,00-00-1947,1947,Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026,USA/00-00-1947/Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026,usa_1947_ufo_secrecy_supernatural_claims,Usa Ufo Secrecy Supernatural Claims And Public Trust 1947 2026,Ηπα Ufo Μυστικοτητα Υπερφυσικοι Ισχυρισμοι Και Δημοσια Εμπιστοσυνη 1947 2026,public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1947,1947,"USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)","USA/00-00-1947/USA — PROJECT BLUE BOOK AND UAP ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)",usa_1947_project_blue_book_uap_archives_aliens,"USA — PROJECT BLUE BOOK AND UAP: ARCHIVES, ALIENS, AND PUBLIC TRUST (1947–2026)","ΗΠΑ — PROJECT BLUE BOOK ΚΑΙ UAP: ΑΡΧΕΊΑ, ΕΞΩΓΉΙΝΟΙ ΚΑΙ ΔΗΜΌΣΙΑ ΕΜΠΙΣΤΟΣΎΝΗ (1947–2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1948,1948,"USA CIA, Journalists, and Media Influence Networks (1948-1977)","USA/00-00-1948/USA CIA, Journalists, and Media Influence Networks (1948-1977)",usa_1948_cia_journalists_media_influence,"USA: CIA, Journalists, and Media Influence Networks (1948-1977)","ΗΠΑ: CIA, δημοσιογράφοι και δίκτυα επιρροής στα ΜΜΕ (1948-1977)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1949,1949,USA Open-air biological tests on unwarned populations (1949-1969),USA/00-00-1949/USA Open-air biological tests on unwarned populations (1949-1969),usa_1949_open_air_biological_tests,USA: Open-air biological tests on unwarned populations (1949-1969),ΗΠΑ: ανοιχτές βιολογικές δοκιμές σε ανυποψίαστους πληθυσμούς (1949-1969),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1950,1950,"Lavender Scare, security purges, and civil-service fear","USA/00-00-1950/Lavender Scare, security purges, and civil-service fear",usa_1950_lavender_scare_security_purge_civil_service,"Lavender Scare, security purges, and civil-service fear","Lavender Scare, εκκαθαρίσεις ασφαλείας και φόβος στη δημόσια διοίκηση",civil liberties / sexuality / security state,ατομικές ελευθερίες / σεξουαλικότητα / κράτος ασφαλείας,documented purge climate with later historical recognition,τεκμηριωμένο κλίμα εκκαθαρίσεων με μεταγενέστερη ιστορική αναγνώριση,2
USA,00-00-1950,1950,Operation Mockingbird media influence allegations,USA/00-00-1950/Operation Mockingbird media influence allegations,usa_1950_operation_mockingbird_media_influence_allegations,Operation Mockingbird media influence allegations,Operation Mockingbird media influence allegations,intelligence / media influence,intelligence / media influence,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-1950,1950,"Project BLUEBIRD ARTICHOKE, interrogation research and consent failure (1950-1953)","USA/00-00-1950/Project BLUEBIRD ARTICHOKE, interrogation research and consent failure (1950-1953)",usa_1950_project_bluebird_artichoke_interrogation_research_secret_consent_failu,"Project BLUEBIRD/ARTICHOKE, interrogation research and consent failure (1950-1953)","Project BLUEBIRD/ARTICHOKE, έρευνα ανάκρισης και αποτυχία συναίνεσης (1950-1953)","Public health, science and consent",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1950,1950,"USA Big Tobacco, RICO, and Decades of Deception (1950-2026)","USA/00-00-1950/USA Big Tobacco, RICO, and Decades of Deception (1950-2026)",usa_1950_big_tobacco_rico_decades_deception,"USA: Big Tobacco, RICO, and Decades of Deception (1950-2026)","ΗΠΑ: Big Tobacco, RICO και δεκαετίες εξαπάτησης (1950-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1951,1951,Project ARTICHOKE and interrogation research,USA/00-00-1951/Project ARTICHOKE and interrogation research,usa_1951_project_artichoke_interrogation_research,Project ARTICHOKE and interrogation research,Project ARTICHOKE and interrogation research,intelligence / mind-control research,intelligence / mind-control research,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1952,1952,USA Operation CHAOS and HTLINGUAL (1952-1974),USA/00-00-1952/USA Operation CHAOS and HTLINGUAL (1952-1974),usa_1952_operation_chaos_htlingual,USA: Operation CHAOS and HTLINGUAL (1952-1974),ΗΠΑ: Operation CHAOS και HTLINGUAL (1952-1974),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1952,1952,USA Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954),USA/00-00-1952/USA Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954),usa_1952_guatemala_pbsuccess,USA: Operation PBSUCCESS — CIA-Backed Coup in Guatemala (1952-1954),ΗΠΑ: Επιχείρηση PBSUCCESS — Πραξικόπημα στη Γουατεμάλα με στήριξη CIA (1952-1954),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1953,1953,CIA Iran coup blowback file,USA/00-00-1953/CIA Iran coup blowback file,usa_1953_cia_iran_coup_blowback,CIA Iran coup blowback file,CIA Iran coup blowback file,foreign intervention / oil politics,foreign intervention / oil politics,mixed: documented event with disputed interpretations,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες ερμηνείες,2
USA,00-00-1953,1953,CIA Project ARTICHOKE behavioral control files,USA/00-00-1953/CIA Project ARTICHOKE behavioral control files,usa_1953_cia_project_artichoke_behavioral_control_files,CIA Project ARTICHOKE behavioral control files,CIA Project ARTICHOKE και αρχεία ελέγχου συμπεριφοράς,intelligence / mind control,πληροφορίες / έλεγχος συμπεριφοράς,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
USA,00-00-1953,1953,"Iran coup, CIA oil politics, democracy loss, and blowback","USA/00-00-1953/Iran coup, CIA oil politics, democracy loss, and blowback",usa_1953_iran_coup_cia_oil_democracy_blowback,"Iran coup, CIA oil politics, democracy loss, and blowback","Πραξικόπημα Ιράν, CIA, πετρέλαιο, απώλεια δημοκρατίας και blowback",foreign intervention / oil / covert action,ξένη επέμβαση / πετρέλαιο / μυστική δράση,documented covert action with declassified record,τεκμηριωμένη μυστική δράση με αποχαρακτηρισμένο αρχείο,2
USA,00-00-1953,1953,Operation AJAX and the 1953 Iran coup,USA/00-00-1953/Operation AJAX and the 1953 Iran coup,usa_1953_operation_ajax_iran_cia_mi6_coup,Operation AJAX and the 1953 Iran coup,Επιχείρηση AJAX και το πραξικόπημα στο Ιράν το 1953,foreign intervention / intelligence,ξένη επέμβαση / υπηρεσίες πληροφοριών,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
USA,00-00-1953,1953,"USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)","USA/00-00-1953/USA — MKULTRA SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)",usa_1953_mkultra_secret_science_consent_mind_control,"USA — MKULTRA: SECRET SCIENCE, CONSENT, AND MIND-CONTROL RESEARCH (1953–1977)","ΗΠΑ — MKULTRA: ΜΥΣΤΙΚΉ ΕΠΙΣΤΉΜΗ, ΣΥΝΑΊΝΕΣΗ ΚΑΙ ΈΡΕΥΝΑ ΕΛΈΓΧΟΥ ΝΟΥ (1953–1977)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
USA,00-00-1953,1953,USA Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024),USA/00-00-1953/USA Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024),usa_1953_camp_lejeune_contamination_coverup,USA: Camp Lejeune Water Contamination and Cover-Up Allegations (1953-2024),ΗΠΑ: Camp Lejeune - Μόλυνση Νερού και Κατηγορίες Συγκάλυψης (1953-2024),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
